req_text_1,req_text_2,consistency_label,nfr_category
make ui element draggable better customization,make ui element not draggable better customization,0,Look and Feel
product shall available use 24 hour per day 365 day per year,mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price different dish,1,Availability
ensure isolation resource prevent bottleneck,track system throughput detect resolve performance bottleneck,1,Usability
possible search certain building campus tu e address,possible search certain building campus tu not e address,0,Look and Feel
system must include user friendly interface managing system backup,system must not include user friendly interface managing system backup,0,Look and Feel
application build url siteâ page,system shall capable handling multiple concurrent user session,1,Look and Feel
product shall mechanism place periodic security assessment,product shall not mechanism place periodic security assessment,0,Security
search preferred repair facility shall take no longer 8 second preferred repair facility returned within 8 second,search preferred repair facility shall not take no longer 8 second preferred repair facility returned within 8 second,0,Usability
customize notification theme,maintain parity development production environment,1,Usability
unit output answer original question described r4 4 1 3,administrator change icon used user interface sub apps main app not include external resource,1,Usability
perform regular availability audit identify address potential weakness,provide real time feedback learning activity,1,Usability
use multi cluster deployment better resource distribution,use not multi cluster deployment better resource distribution,0,Usability
system shall include clear consistent layout across screen module,system shall not exclude clear consistent layout across screen module,0,Look and Feel
performance requirement 10000 user able use system time response time system 2 second,give control end user private data least delete private repository option,1,Look and Feel
service resilience ensure service resilient recover quickly failure,average time server respond question testing set less equal 2 second,1,Fault Tolerance
scale database vertically horizontally without user noticing change performance availability,system shall provide automated recovery user specific setting failure,1,Performance
client send get request web api question url parameter client specify header content type application json request convention valid api query single url parameter containing one sentence question standard english,client send get request web api question url parameter client specify header content type application not json request convention valid api query single url parameter containing one sentence question standard english,0,Usability
dutch available language,design deployment strategy support scalability efficient rollouts new feature update,1,Availability
system shall provide visual confirmation successful completion user action checkmark success message,system shall not provide visual confirmation successful completion user action checkmark success message,0,Usability
geo location feature able find user,geo not location feature able find user,0,Usability
deleting information given restaurant owner logged information exists restaurant owner deletes information information deleted,deleting information given restaurant owner logged not information exists restaurant owner deletes information information deleted,0,Operability
product shall include getting started guide first time user,product shall not exclude getting started guide first time user,0,Look and Feel
application memory usage gist amount operate system memory occupied application scale mb meter observation done performance log testing must no 20 mb plan no 16 mb wish no 10 mb operate system defined mobile operate system application running mb defined megabyte,system shall support failback operation restore normal operation recovery failure,1,Operability
english available language,utilize managed service offload maintenance scaling,1,Availability
deploy high availability firewall protect network failure,performance isolation isolate performance critical component ensure availability,1,Fault Tolerance
system must capable handling system upgrade patch minimal disruption,system must not capable handling system upgrade patch minimal disruption,0,Usability
system shall perform automated integrity check detect corruption impact service,system shall not perform automated integrity check detect corruption impact service,0,Usability
design configuration management process flexible adaptable changing requirement,design not configuration management process flexible adaptable changing requirement,0,Look and Feel
monitor environmental condition e g temperature humidity data center prevent hardware failure,comprehensive security documentation must maintained including security policy procedure configuration,1,Fault Tolerance
system shall granularly control access right major subsystem possible assign access right subsystem independently,system shall not granularly control access right major subsystem not possible assign access right subsystem independently,0,Portability
possible navigate poi campus poi campus,possible navigate poi not campus poi campus,0,Portability
collision estimator shall search recycled part user without collision estimator role shall not access search recycled part,collision estimator shall not search recycled part user without collision estimator role shall not access search recycled part,0,Usability
dispute application shall support 350 concurrent user without degradation performance application,dispute application shall not support 350 concurrent user without degradation performance application,0,Performance
administrator change text element used user interface sub apps main app not include external resource,administrator change text element used not user interface sub apps main app not include external resource,0,Look and Feel
design interactive form better user input,design not interactive form better user input,0,Look and Feel
product shall support transparent resource addition dynamic change support provide scalability avoid service interruption 1 day,product shall not support transparent resource addition dynamic change support not provide scalability avoid service interruption 1 day,0,Scalability
application shall handle 150 000 record single report generation request,system shall provide visual confirmation successful completion user action checkmark success message,1,Usability
case user add many item want user also set price set amount upload picture item add detail item,system must use point click interface 100% selection navigation functionality must able activated selected either mouse keyboard,1,Scalability
streaming movie buffering time take no longer 10 second plus latency user connection,system shall provide mechanism ensure data consistency across replicated database failovers,1,Performance
system shall manage 2 million record database efficiently,system shall not manage 2 million record database efficiently,0,Usability
include shortcut common action enhance productivity,system shall support recovery data different type failure including hardware software network failure,1,Usability
movie shall encoded 56k 256k stream,product shall include automated system health check,1,Usability
system shall provide seamless user experience failover ensuring no session data loss,system shall not provide seamless user experience failover ensuring no session data loss,0,Fault Tolerance
track system throughput detect resolve performance bottleneck,track system throughput detect not resolve performance bottleneck,0,Performance
implement robust error tracking system,implement not robust error tracking system,0,Fault Tolerance
application minimal logic little no issue computation required phone,application minimal logic not little no issue computation required phone,0,Look and Feel
product shall support efficient data processing minimal latency,product shall not support efficient data processing minimal latency,0,Performance
mobile application search desc given user logged mobile application first page shown search page user able search restaurant according several search option search option price destination restaurant type specific dish also free text search option user able select multiple search option one search,mobile application search desc given user logged mobile application first page shown not search page user not able search restaurant according several search option search option price destination restaurant type specific dish not also free text search option user not able select multiple search option one search,0,Operability
proactive scaling implement proactive scaling based predictive analytics,use animated transition page,1,Usability
provide clear visual feedback user interaction hover effect active state improve usability responsiveness,case user add many item want user also set price set amount upload picture item add detail item,1,Usability
preferred repair facility rating shall saved within 5 second save shall occur within 5 second,system shall offer context sensitive help major step user workflow,1,Usability
share user testimonial inspire new user,system must ensure proper data sanitization procedure followed remove sensitive information disposal reuse,1,Usability
mobile application search destination desc user able input maximum minimum distance according position default minimum distance set 0 km maximum 10 km user able input higher lower maximum distance higher minimum distance set default result displayed map view default,mobile application search destination desc user able input maximum minimum distance according position default minimum distance set 0 km maximum 10 km user able input higher lower maximum distance higher minimum distance set default result displayed map not view default,0,Fault Tolerance
offer hand lab practical experience,product shall support detailed logging auditing user activity,1,Usability
use button animation better interaction,successful log given administrator want log administrator log administrator account administrator logged administrator,1,Usability
system must use firewall network segmentation protect internal network unauthorized access,system must not use firewall network segmentation protect internal network unauthorized access,0,Security
provide option user reset clear input field easily,include easily accessible user profile section personal setting,1,Usability
application easily extendable maintainable able released open source application,application not easily extendable maintainable able released open source application,0,Maintainability
system must include regular security testing part development lifecycle,system must not include regular security testing part development lifecycle,0,Security
application shall run web application server,administrator change icon used user interface sub apps main app not include external resource,1,Usability
user interface according android user interface guideline,user interface according not android user interface guideline,0,Look and Feel
encryption key must managed securely periodic key rotation access limited authorized personnel,develop automated rollback procedure revert change case failure issue,1,Security
product shall include built security feature encryption authentication,product shall not exclude built security feature encryption authentication,0,Look and Feel
maintain consistent layout across application,data especially hard extract whatever reason manually extracted added database developer,1,Look and Feel
system shall capable recovering database corruption without loss critical data,system shall not capable recovering database corruption without loss critical data,0,Portability
website african feel not alienate non african website use animation page describing service grab user attention encourage sign,website african feel not alienate not non african website use animation page describing service grab user attention encourage sign,0,Look and Feel
scalability maintenance system support scalability without extensive rework,scalability maintenance system not support scalability without extensive rework,0,Maintainability
set automatic reboots critical service recover unexpected failure,system shall provide accurate consistent data output,1,Fault Tolerance
ensure form include clear label instruction,ensure form exclude clear label instruction,0,Usability
system shall include provision gracefully handling recovering partial outage,system shall not exclude provision gracefully handling recovering partial outage,0,Usability
product shall interface choiceparts system per day approximately 1,product shall not interface choiceparts system per day approximately 1,0,Look and Feel
system able return search result desending order form list link site,system not able return search result desending order form list link site,0,Usability
following successful query search feature query application database display search result following unsuccessful query search feature display error message no match found,use interactive storytelling engaging content,1,Fault Tolerance
develop procedure managing incident minimize downtime,system shall achieve 95% uptime,1,Availability
perform stress testing identify breaking point,perform not stress testing identify breaking point,0,Usability
administrator shall able activate pre paid card via administration section 5 second,administrator shall not able activate pre paid card via administration section 5 second,0,Operability
implement adaptive load balancing algorithm,implement not adaptive load balancing algorithm,0,Scalability
product shall include feature automated system update patch management,product shall not include feature automated system update patch management,0,Maintainability
partition data distribute across multiple server,application assumes user whoever allows access android handset said google email address required verify identity user upon opening app since not password protected no method authenticate userã â â identity could pose thread user set paypal functionality however transaction involving real currency must authorized confirmed becoming final paypal api provides security check needed ensure no fraudulent transaction occur,1,Portability
product shall ensure supervisor view schedule caller product must ensure supervisor allowed access view caller schedule,authorized user shall access student personal information,1,Usability
website shall protect intentional abuse notify administrator occurrence,website shall not protect intentional abuse notify administrator occurrence,0,Operability
information link prominent evident usable link selecting information link take one click,information link prominent evident usable link selecting information link not take one click,0,Usability
implement dynamic resource allocation optimize usage,error message display clear user friendly error message,1,Usability
mobile application switch result view desc user able switch map view list view search option,system language agnostic since portability prime goal overall project english turkish finnish italian least supported replication partner,1,Usability
design efficient use screen real estate especially mobile device,design efficient use screen real estate not especially mobile device,0,Look and Feel
user log mobile application desc given user registered user able log mobile application log information stored phone future user logged automatically,user log mobile application desc given user registered user not able log mobile application log information stored phone future user not logged automatically,0,Operability
product shall include feature automated system update patch management,product shall not exclude feature automated system update patch management,0,Maintainability
product shall respond fast keep date data display,gui ã â å sendã â â button sends text textbox api clicked,1,Usability
system shall support scheduled maintenance task without downtime,system shall not support scheduled maintenance task without downtime,0,Availability
gui ã â å sendã â â button sends text textbox api clicked,gui ã â å sendã â â button sends text not textbox api clicked,0,Look and Feel
product shall process continuous improvement based user feedback,filling mandatory field given restaurant owner want fill mandatory field form restaurant owner provides average price address e mail address phone number restaurant name restaurant owner filled mandatory field form,1,Usability
product must provide mechanism recovering system crash,system shall undergo usability testing least 20 user release,1,Usability
performance requirement 10000 user able use system time response time system 2 second,performance requirement 10000 user not able use system time response time system not 2 second,0,Look and Feel
facebook app started page tu e facebook shown title screen,retrieve password desc given user registered user able retrieve password e mail,1,Usability
include progress indicator long running task process,exclude progress indicator long running task process,0,Usability
application shall match color schema set forth department homeland security,system shall support easy migration data environment,1,Look and Feel
product must support system resource monitoring alert,text sent number sent api system reply user answer another text message,1,Operability
user select desired product result proceed product detail,use service mesh better service service communication scalability,1,Usability
product shall allow user personalize dashboard widget relevant task,product shall not allow user personalize dashboard widget relevant task,0,Usability
establish clear typography hierarchy,establish not clear typography hierarchy,0,Usability
provide library tutorial video,not provide library tutorial video,0,Usability
successful log given restaurant owner want log restaurant owner log account restaurant owner logged restaurant owner,successful log given restaurant owner want log not restaurant owner log account restaurant owner logged restaurant owner,0,Operability
design configuration management process flexible adaptable changing requirement,select spanish preferred language given restaurant owner want select preferred language restaurant owner selects spanish new language web portal show text spanish,1,Look and Feel
search recycled part shall take no longer 15 second search result shall returned 15 second,search recycled part shall not take no longer 15 second search result shall not returned 15 second,0,Usability
ensure performance not compromised security measure,system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,1,Performance
shot marked hit product shall simulate sound shot hitting target,provide easy find setting preference user customization,1,Usability
product shall support detailed logging auditing user activity,36 system shall support voice guided navigation visually impaired user,1,Operability
admin login account security gist security account scale admin try log web portal non existing account admin not logged admin notified log failure meter 1000 attempt log non existing user account testing must 100% time,admin login account security gist security account scale admin try log web portal non existing account admin not logged admin notified log failure meter 1000 attempt log non existing user account testing must not 100% time,0,Fault Tolerance
product must work database management system dbms market whether dbms colocated product machine located different machine computer network,product shall provide multi threading technology well load balancing overcome data load spike traffic,1,Usability
use scalable storage solution like distributed file system,customer information stored secure database accessible authorized personnel,1,Usability
implement integration testing interface,implement not integration testing interface,0,Look and Feel
wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,wcs system shall not ability exclude data region outside united state accessed user outside united state approved ccr management,0,Usability
system shall allow hot swapping critical component minimize downtime,system shall not allow hot swapping critical component minimize downtime,0,Availability
based selection product category listed outerwear soft shell fleece knit wovens active wear safety accessory team wear e c collection,product must include automated backup recovery capability,1,Usability
detail page contain feature information website,detail page contain not feature information website,0,Usability
implement proactive error handling prevent downtime,use external monitoring service provide independent check system availability,1,Availability
product shall display type ship grid using image specific type ship,product shall not display type ship grid using image specific type ship,0,Usability
user click main image siteâ page application return enlarged version image,system link back home case no result found,1,Usability
application shall maintain response time 3 second less peak usage hour,promotional update website take day update,1,Maintainability
ensure onboarding material easily accessible well organized,product shall include help button accessible every screen,1,Usability
product shall audit capability product shall store message minimum one year audit transaction tracking purpose,product shall not audit capability product shall not store message minimum one year audit transaction tracking purpose,0,Portability
use interactive storytelling engaging content,response time user authentication shall 2 second,1,Usability
administrator change button used user interface sub apps main app not include external resource,administrator change button used user interface sub apps main app not include not external resource,0,Look and Feel
provide library tutorial video,product must able interface various email server product shall able send email,1,Usability
use interactive flowchart explain process,use interactive flowchart not explain process,0,Usability
anonymous survey show 95% customer comfortable using purchasing pre paid card month using system,anonymous survey show 95% customer comfortable using purchasing pre not paid card month using system,0,Usability
ensure help documentation context sensitive relevant,product shall evaluated compliance industry specific regulation,1,Usability
product must support internet explorer 5 5,accepted input price destination search desc integer accepted input user search price destination system receives invalid input user informed prompted insert accepted input,1,Usability
security connection web api program use http security,user shall able zoom image using standard gesture mobile device,1,Security
average latency api response shall 50 millisecond,average latency api response shall not 50 millisecond,0,Performance
system shall include built fault recovery procedure software bug crash,use middleware solution designed high availability manage system communication,1,Fault Tolerance
use interactive whiteboards collaborative learning,use interactive whiteboards not collaborative learning,0,Usability
system shall enforce role based access control rbac restrict access data functionality based user role,system shall not enforce role based access control rbac restrict access data functionality based user role,0,Usability
system shall mechanism verify integrity backup data restoration,system shall provide accurate consistent data output,1,Usability
product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,product shall not updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,0,Maintainability
system shall predefined recovery plan various type failure,system shall not predefined recovery plan various type failure,0,Fault Tolerance
product shall support high level customization accommodate various use case,ensure redundant internet connection maintain connectivity outage,1,Usability
system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,use real time data validation ensure data integrity system operation,1,Security
system designed modular component ease update replacement,system designed modular not component ease update replacement,0,Look and Feel
unit receive output sentence generic question construction unit input r4 2 1 3,unit receive output not sentence generic question construction unit input r4 2 1 3,0,Usability
product shall allow user easily import export data,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,1,Usability
system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,system shall not easy learn caller supervisor caller supervisor shall not learn use system within 10 minute,0,Usability
use interactive infographics data representation,regular testing regularly test high availability setup,1,Usability
dispute application shall support 350 concurrent user without degradation performance application,possible search person department,1,Performance
selecting certain day calendar event day shown,case user enters username email password log system,1,Usability
system shall include mechanism maintain functionality partial system degradation,design user interface responsive element varying screen size,1,Maintainability
system must provide support custom script automation tool,application shall match color schema set forth department homeland security,1,Usability
product shall include information security product shall enable privacy encryption w security integrity checking,conduct regular load testing ensure scalability,1,Security
incorporate brand color logo brand element design reinforce brand identity recognition,mobile application search result list view search result viewed list element list represents specific restaurant element include restaurant name telephone number type food distance according userã â â position average price short two line description link restaurantã â â web page information link maximally 100 result displayed result contains restaurant displayed screen one time user able scroll searching price restaurant sorted according following order 1 average price 2 distance 3 restaurant type 4 specific dish searching search option price restaurant sorted according following order 1 distance 2 average price 3 restaurant type 4 specific dish list view include header different selectable sorting option list view include button selected display different filtering option filtering menu,1,Look and Feel
system shall include fallback procedure maintain service maintenance activity,system shall not exclude fallback procedure maintain service maintenance activity,0,Maintainability
system shall include feature user account management auditing,system shall complete batch job within 20 minute,1,Usability
implement server cloning quickly replicate environment,implement server cloning quickly not replicate environment,0,Look and Feel
system shall granularly control access right major subsystem possible assign access right subsystem independently,system shall not granularly control access right major subsystem possible assign access right subsystem independently,0,Portability
system shall capability restart service automatically failure,use geolocation script locate user,1,Fault Tolerance
user allows location service create user,product shall tested performance various load condition,1,Usability
application shall achieve minimum 97% success rate processing real time transaction,application shall not achieve minimum 97% success rate processing real time transaction,0,Performance
define autoscaling policy based specific metric,define autoscaling policy not based specific metric,0,LEGAL
design user interface responsive element varying screen size,delete dish given administrator logged administrator deletes dish deleted dish removed list dish,1,Look and Feel
product shall able support 1000 simultaneous user,product shall not able support 1000 simultaneous user,0,Usability
system shall provide tool managing system performance resource utilization,system shall not provide tool managing system performance resource utilization,0,Performance
perform end end testing complete scenario,case user touch log button log system user not use system log,1,Usability
product shall available player understand english spanish french product shall allow user select language upon accessing product,system must comply organizational security policy standard,1,Availability
allow user upload custom avatar,establish clear typography hierarchy,1,Scalability
possible navigate street campus another location campus,possible navigate street not campus another location campus,0,Portability
wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,wcs system must not run query wcs database specified day update available data available ccr user query must not made external database data refresh week,0,Availability
data protection impact assessment dpia must conducted new feature change impact data privacy,customer stream movie purchased within 2 day viewing period,1,Security
ensure interactive element labeled accessible name,ensure interactive element labeled inaccessible name,0,Usability
response time gist fastness search scale response time search meter measurement obtained 1000 search testing must no 2 second 100% time wish no 1 second 100% time,response time gist fastness search scale response time search meter measurement obtained 1000 search testing must not no 2 second 100% time wish no 1 second 100% time,0,Performance
delete dish given administrator logged administrator deletes dish deleted dish removed list dish,delete dish given administrator logged administrator deletes dish deleted dish not removed list dish,0,Operability
possible navigate poi campus another location campus,product shall provide detailed system diagnostics reporting tool,1,Portability
product shall display grid within circle view periscope,keep spare hardware component available quick replacement failed part,1,Usability
system shall include provision regular update fault tolerance mechanism based new threat challenge,system shall not include provision regular update fault tolerance mechanism based new threat challenge,0,Fault Tolerance
implement mechanism apply hotfixes patch without requiring system downtime,error message display clear user friendly error message,1,Availability
system shall ensure data replicated across multiple geographical location avoid data loss case regional failure,integrate learning module directly app,1,Fault Tolerance
application shall handle 300 concurrent data import without performance issue,application shall not handle 300 concurrent data import without performance issue,0,Performance
legacy system support provide support legacy system transition phase,legacy system support not provide support legacy system transition phase,0,Usability
design decentralized network architecture,anonymous survey show 95% customer comfortable using purchasing pre paid card month using system,1,Look and Feel
site added correctly search engine,site not added correctly search engine,0,Usability
product shall ensure company employee external user company approved user id may product access 100% logons shall either company employee external user company approved user id,product shall not ensure company employee external user company approved user id may product access 100% logons shall not either company employee external user company approved user id,0,Operability
detail page contain feature information website,user change calender different month,1,Usability
product shall designed support high availability minimal downtime,user either proceed call rep order proceed online checkout process,1,Availability
system shall offer redundancy network path ensure uninterrupted connectivity,system shall not offer redundancy network path ensure uninterrupted connectivity,0,Usability
case user approve exchange offered another user clicking ã â å approveã â â button,system shall support role based permission system access configuration,1,Usability
product available licensing one server two five server five server license,search described requirement ucar201 ucar202 result displayed set building match search input,1,Availability
feedback form make feedback form easily accessible,load balancer use load balancer distribute traffic prevent overload,1,Usability
system shall provide accurate consistent data output,system shall not provide accurate consistent data output,0,Usability
utilize managed service offload maintenance scaling,implement concurrency control mechanism efficient processing,1,Maintainability
application build url siteâ page,application not build url siteâ page,0,Look and Feel
implement drag drop functionality applicable,implement structured release management process,1,Usability
app run smart phone operating system android version 2 3,maintain consistent layout across application,1,Usability
maintain comprehensive system documentation,maintain not comprehensive system documentation,0,Maintainability
number mistake noted student shall decreased 50% first year,design application handle high traffic scenario without degrading usability,1,Usability
1000 access system system available 999 time,no personal data user stored,1,Availability
search described requirement ucar406 ucar407 result displayed set event match search input,search described requirement ucar406 ucar407 result displayed not set event match search input,0,Look and Feel
registered realtor shall able access system,upon successful login user select following catalogue option use search function indicated search icon top right hand corner application,1,Usability
offer contextual help tip within application,offer contextual help tip not within application,0,Usability
system must generate securely store audit log access modification activity retaining least one year,system must not generate securely store audit log access modification activity retaining least one year,0,Operability
system shall adhere secure configuration guideline best practice,system shall not adhere secure configuration guideline best practice,0,Look and Feel
include interactive tutorial within interface,include not interactive tutorial within interface,0,Look and Feel
possible ã â å tweetã â â userã â â current location,possible ã â å not tweetã â â userã â â current location,0,Portability
product shall support multi language interface seamless switching language,product shall not support multi language interface seamless switching language,0,Look and Feel
prioritize accessibility design choice,prioritize not accessibility design choice,0,Look and Feel
administrator add edge path used route planner,system shall implement multi pathing technique avoid single point failure data path,1,Operability
system language agnostic since portability prime goal overall project english turkish finnish italian least supported replication partner,system not language agnostic since portability prime goal overall project english turkish finnish italian not least supported replication partner,0,Portability
user option change setting locally remotely,user option change not setting locally remotely,0,Usability
system shall maintain consistent performance 1 5 tb data,select french preferred language given restaurant owner want select preferred language restaurant owner selects french new language web portal show text french,1,Maintainability
allow user customize layout,usage result list view desc result displayed list view user friendly easy understand selecting element result list take one click,1,Look and Feel
system shall support internationalization localization,system shall not support internationalization localization,0,Usability
system shall achieve 95% uptime,user able view next product swiping left right,1,Availability
main menu contains launcher facebook app 3 1 9,main menu contains launcher not facebook app 3 1 9,0,Usability
product must designed using design pattern coding best practice 90% maintenance software developer able integrate new functionality product 2 working day,product must not designed using design pattern coding best practice 90% maintenance software developer able integrate new functionality product 2 working day,0,Look and Feel
product must make use web application server technology open source example include apache web server tomcat jboss application server,product must not make use web application server technology open source example include apache web server tomcat jboss application server,0,Operability
route planned navigator shown map view,system shall utilize currently owned computer equipment,1,Usability
customer information stored secure database accessible authorized personnel,system shall include mechanism real time data replication ensure no data loss component failure,1,Security
gui textbox accept input keyboard,gui not textbox accept input keyboard,0,Look and Feel
use traffic shaping manage optimize network traffic,use traffic shaping not manage optimize network traffic,0,Usability
use caching improve performance,update page link site nearby,1,Performance
system shall provide automated recovery user specific setting failure,offer dynamic theme change based time day,1,Fault Tolerance
setting menu twitter option delete saved username combination password regarding twitter,setting menu twitter option delete saved not username combination password regarding twitter,0,Usability
maintain low error rate,primary performance requirement speed network application minimal logic little no issue computation required phone,1,Fault Tolerance
filling menu field given restaurant owner want fill menu field form restaurant owner provides dish name dish description dish price restaurant owner filled menu field form,filling menu field given restaurant owner want fill menu field form not restaurant owner provides dish name dish description dish price restaurant owner filled menu field form,0,Usability
system shall let customer register website pay go user 5 minute,system shall not let customer register website pay go user 5 minute,0,Usability
system shall allow configuration multiple backup server handle load failovers,use dependency injection manage dependency,1,Fault Tolerance
case user decline exchange offered another user clicking ã â å declineã â â button,registered realtor shall able access system,1,Usability
remote access system must secured vpns require strong authentication,remote access system must not secured vpns require strong authentication,0,Look and Feel
possible search book certain word phrase,user feedback loop implement feedback loop incorporate user feedback maintenance,1,Portability
continuously optimize lower latency,partition data distribute across multiple server,1,Performance
product must support internet explorer 5 5,allow user choose preferred font,1,Usability
system shall include mechanism real time data replication ensure no data loss component failure,system shall not include mechanism real time data replication ensure no data loss component failure,0,Fault Tolerance
error message display clear user friendly error message,scale resource geographically based user location,1,Fault Tolerance
employ nfv scalable network service,employ not nfv scalable network service,0,Usability
system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,gui textbox accept input keyboard,1,Security
system must use anti malware software detect prevent malicious software affecting system,implement intuitive icon represent action clearly,1,Usability
streaming server anti virus software prevent infection malicious virus,user select topic search result list,1,Usability
comprehensive documentation must provided component,comprehensive documentation must not provided component,0,Usability
application shall handle 250 concurrent file uploads,maintenance window schedule maintenance window minimize impact availability,1,Scalability
data protection impact assessment dpia must conducted new feature change impact data privacy,product must able interface html browser product shall transmit data user product without problem product shall display html properly 80% html browser tested minimum test 8 browser,1,Security
system shall support 1 200 concurrent api call,location selected search result described ucar211 ucar212,1,Scalability
include user friendly default value form field,include user not friendly default value form field,0,Fault Tolerance
permit use unverified anonymous avatar alias,product must offer tool system tuning performance adjustment,1,Usability
mobile application no match found desc no match found user informed kept search page order get possibility conduct new search right away,monitor environmental condition e g temperature humidity data center prevent hardware failure,1,Portability
administrator unlink poi certain building floor room,allow user create personalized dashboard,1,Look and Feel
case user enters username name surname password mail address set profile photo user fill necessary field activation mail sent user mail address user able log start using system activating account,case user enters username name surname password mail address set profile photo user fill not necessary field activation mail sent user mail address user able log start using system activating account,0,Operability
product shall respond fast keep date data display,product shall not respond fast keep date data display,0,Usability
system shall mean time failure mtbf least 10 000 hour,system shall not mean time failure mtbf least 10 000 hour,0,Fault Tolerance
system must capable running scheduled report data export,system shall include setting disable enable certain feature based user preference,1,Usability
system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,user privilege must reviewed adjusted regularly ensure user access data function necessary role,1,Security
ensure form validation provide clear actionable error message,system shall ensure failed component replaced repaired within predefined time frame,1,Fault Tolerance
system must use web application firewall wafs protect common web based attack,provide option user import export data,1,Usability
update page link site nearby,update not page link site nearby,0,Maintainability
button style maintain consistent button style,regularly address technical debt,1,Maintainability
user allows location service create user,purchasing streaming movie pre paid card via credit card processing time maximum response time 15 second,1,Usability
system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must 98% time plan 99% time wish 100% time,design error message specific provide solution next step,1,Fault Tolerance
designated phone number user send text ã â â ¹,system must use firewall network segmentation protect internal network unauthorized access,1,Look and Feel
product shall designed easily configurable meet different user need,product shall not designed easily configurable meet different user need,0,Look and Feel
link twitter setting menu,use traffic shaping manage optimize network traffic,1,Usability
possible ã â å tweetã â â insapption within main menu,possible ã â å not tweetã â â insapption within main menu,0,Portability
uptime slas define adhere strict uptime service level agreement slas,uptime not slas define adhere strict uptime service level agreement slas,0,Availability
mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price different dish,mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price not different dish,0,Usability
