req_text_1,req_text_2,consistency_label,nfr_category
product shall provide visual feedback within 1 second user interaction,application shall maximum latency 4 second high volume data import,1,Performance
case user able browse profile user user see user user name profile photo usersã â â item,case not user able browse profile user user see user user name profile photo usersã â â item,0,Availability
product shall provide clear actionable feedback user case error,provide real time feedback learning activity,1,Interoperability
failover mechanism implement automatic failover mechanism ensure continuity,prioritize accessibility design choice,1,Maintainability
application maintainer also able change list information source sub application agenda news facebook twitter,user select download catalogue pdf viewed mobile device,1,Interoperability
setting menu facebook option delete saved username combination password regarding facebook,setting not menu facebook option delete saved username combination password regarding facebook,0,Security
system shall capability restart service automatically failure,following successful query search feature query application database display search result following unsuccessful query search feature display error message no match found,1,Security
dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,dispute application shall not interface statement database statement database provides transaction detail dispute system transaction detail must not obtained statement database,0,Interoperability
application maintainer able maintain application without knowledge java android programming able modify approximate appearance application mean color gui figure application not addition deletion gui element,application maintainer able maintain application without knowledge java android programming able modify approximate appearance application mean not color gui figure application not addition deletion gui element,0,Flexibility
system shall include setting disable enable certain feature based user preference,system shall not exclude setting disable disable certain feature based user preference,0,Security
system shall perform search maximum latency 4 second,system shall not perform search minimum latency 4 second,0,Maintainability
interface shall appealing caller supervisor interface usability survey 80% beta tester must report interface appealing,color scheme use cohesive color scheme aligns brand,1,Usability
website provide help section answer solution common problem,website not provide help section answer solution common problem,0,Maintainability
system shall mean time failure mtbf least 10 000 hour,36 system shall support voice guided navigation visually impaired user,1,Reliability
download notify user new release desc new updated version release software released user check manually download new release done mobile phone way downloading mobile application,dispute application shall available 24x7x365 exception following scheduled maintenance window monday saturday 3,1,Usability
user able search site name description,system shall employ error correction code maintain data integrity,1,Flexibility
case user able search item user search item according price location category,performance support tool provide tool help user perform task easily,1,Availability
layout maintain clean organized layout,administrator remove poiã â â poi belong certain building floor room number,1,Availability
system shall ensure update patch not introduce new defect,use cluster management tool better resource utilization,1,Maintainability
interface shall appealing caller supervisor interface usability survey 80% beta tester must report interface appealing,application build url siteâ page,1,Maintainability
10000 user able use system time,implement sharded database distribute load,1,Performance
allow user upload custom avatar,deny user upload custom avatar,0,Interoperability
adjust network configuration bandwidth allocation transparently maintain performance peak load,adjust network configuration bandwidth allocation transparently not maintain performance peak load,0,Scalability
business continuity planning develop business continuity plan maintain operation major disruption,keep spare hardware component available quick replacement failed part,1,Maintainability
system shall offer automated reconciliation data system restart failover,system shall not offer automated reconciliation data system restart failover,0,Maintainability
use scalable workflow orchestration tool,use scalable workflow not orchestration tool,0,Interoperability
upon successful login user select following catalogue option search use sub navigation find following item catalogue video contact u,splitpay not affect data stored outside server nor affect application installed userã â â phone cannot cause damage phone internal component potential safety concern associated application applies virtually handset apps splitpay not used operating vehicle situation userã â â attention must focused elsewhere,1,Maintainability
system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,valid data shall entered system no invalid data shall entered system,1,Flexibility
product shall offer feature increase text size better readability,product shall not offer feature increase text size better readability,0,Security
regular review user access permission must conducted ensure compliance security policy,security patch update must applied system within one week release,1,Accuracy
manage dependency modular fashion simplify update reduce impact overall system,product shall process continuous improvement based user feedback,1,Interoperability
use cloud provider offer high availability auto scaling feature,ensure system scale horizontally handle increased load without affecting availability,1,Maintainability
product must able interface various email server product shall able send email,product must not able interface various email server product shall not able send email,0,Scalability
user must radford university student order access automatic class schedule assignment sharing feature application user authenticate logging using ru username password,user must not radford university student order access automatic class schedule assignment sharing feature application user authenticate logging using ru username password,0,Interoperability
adjuster request recycled part audit report no user without adjuster role shall request recycled part audit,system shall process 12 000 api request per hour,1,Maintainability
automate update third party dependency ensure date secure,replicate data across multiple geographic location,1,Maintainability
mobile application sorting result desc viewing result list user able sort result according price distance restaurant type specific dish restaurant name sorting restaurant name specific dish restaurant type result ordered alphabetically sorting price result ordered cheapest expensive sorting distance result ordered closet furthest distance according userã â â position sort button specific search option clicked order reversed ordered descending matter sort button clicked order result reversed,mobile application sorting result desc viewing result list user able sort result according price distance restaurant type specific dish restaurant name sorting restaurant name specific dish restaurant type result ordered alphabetically sorting price result ordered cheapest expensive sorting distance result ordered closet furthest distance according userã â â position sort button specific search option clicked order reversed ordered descending matter sort button clicked not order result reversed,0,Compatibility
maximum wait time user navigating one screen another within dispute application shall no 5 second,dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,1,Performance
product shall designed easy maintenance troubleshooting,product shall not designed easy maintenance troubleshooting,0,Availability
system shall provide seamless user experience failover ensuring no session data loss,system shall allow hot swapping critical component minimize downtime,1,Flexibility
system shall ensure user data backed real time minimize loss unexpected failure,provide clear helpful error message,1,Performance
provide clear visual feedback user interaction hover effect active state improve usability responsiveness,system shall comprehensive rollback plan failed update,1,Usability
mobile application search result list view search result viewed list element list represents specific restaurant element include restaurant name telephone number type food distance according userã â â position average price short two line description link restaurantã â â web page information link maximally 100 result displayed result contains restaurant displayed screen one time user able scroll searching price restaurant sorted according following order 1 average price 2 distance 3 restaurant type 4 specific dish searching search option price restaurant sorted according following order 1 distance 2 average price 3 restaurant type 4 specific dish list view include header different selectable sorting option list view include button selected display different filtering option filtering menu,mobile application search result list view search result viewed list element list represents specific restaurant element not exclude restaurant name telephone number type food distance according userã â â position average price short two line description link restaurantã â â web page information link not maximally 100 result displayed result contains restaurant displayed screen one time user not able scroll searching price restaurant not sorted according following order 1 average price 2 distance 3 restaurant type 4 specific dish searching search option price restaurant not sorted according following order 1 distance 2 average price 3 restaurant type 4 specific dish list view not exclude header different selectable sorting option list view not exclude button selected not display different filtering option filtering menu,0,Availability
administrator change color used user interface sub apps main app not include external resource,administrator change color used user interface sub apps main app not exclude external resource,0,Portability
color scheme use cohesive color scheme aligns brand,color scheme use cohesive not color scheme aligns brand,0,Availability
user location information deleted nightly via cron job,user location information deleted nightly not via cron job,0,Portability
editing existing dish given administrator logged administrator edits existing dish dish updated list dish,editing existing dish given administrator logged administrator edits existing dish dish not updated list dish,0,Reliability
version control maintain version control quickly rollback case failure,user interface according android user interface guideline,1,Interoperability
system designed modular component ease update replacement,system not designed modular component ease update replacement,0,Maintainability
text element user interface presented selected language language selection see requirement ucar101 available language mentioned ucar002 ucar003,text element user interface presented selected language language selection see requirement ucar101 unavailable language mentioned ucar002 ucar003,0,Interoperability
admin account security gist security admin account scale admin ip address not able log web portal certain time period three time failed log attempt meter 1000 attempt log lock period user account locked failed log attempt three time must locking period half hour period log function disabled,admin account security gist security admin account scale admin ip address not able log web portal certain time period three time failed log attempt meter 1000 attempt log lock period user account locked failed log attempt three time must not locking period half hour period log function disabled,0,Compatibility
include feature user provide feedback easily,include feature user not provide feedback easily,0,Maintainability
use redundant dns service high availability,product must support multiple language option system administration,1,Flexibility
adjuster request recycled part audit report no user without adjuster role shall request recycled part audit,adjuster request recycled part audit report no user without adjuster role shall not request recycled part audit,0,Accuracy
user notifies user shipment item started,user notifies not user shipment item started,0,Interoperability
user control allow user customize interface,user control not allow user customize interface,0,Maintainability
overall accuracy web apiã â â response measured using developer made testing set overall accuracy calculated dividing total number correct answer number question asked accuracy generic question constructionã â â ¹ part close 80% accuracy generic answer constructionã â â ¹ unit close 70% accuracy generic answer populationã â â ¹ unit close 70% drexel facilitiesã â â location schedule accuracy greater 70% ã â â ¹ drexel staffã â â office location contact information position accuracy greater 70% ã â â ¹ drexel policy including academic admission information technology etc accuracy greater 70% ã â â ¹ ã â â ¹ campus dining location hour food type etc accuracy greater 50% ã â â ¹ food trucksã â â general location hour food type drexel campus accuracy greater 40%,response time system 2 second,1,Maintainability
system must include user friendly interface managing system backup,system must not include user friendly interface managing system backup,0,Maintainability
perform regular availability audit identify address potential weakness,provide real time feedback learning activity,1,Usability
performance requirement 10000 user able use system time response time system 2 second,give control end user private data least delete private repository option,1,Accuracy
service resilience ensure service resilient recover quickly failure,average time server respond question testing set less equal 2 second,1,Flexibility
scale database vertically horizontally without user noticing change performance availability,system shall provide automated recovery user specific setting failure,1,Interoperability
system shall provide visual confirmation successful completion user action checkmark success message,system shall not provide visual confirmation successful completion user action checkmark success message,0,Security
geo location feature able find user,geo not location feature able find user,0,Compatibility
product shall include getting started guide first time user,product shall not exclude getting started guide first time user,0,Usability
deploy high availability firewall protect network failure,performance isolation isolate performance critical component ensure availability,1,Reliability
monitor environmental condition e g temperature humidity data center prevent hardware failure,comprehensive security documentation must maintained including security policy procedure configuration,1,Security
collision estimator shall search recycled part user without collision estimator role shall not access search recycled part,collision estimator shall not search recycled part user without collision estimator role shall not access search recycled part,0,Maintainability
dispute application shall support 350 concurrent user without degradation performance application,dispute application shall not support 350 concurrent user without degradation performance application,0,Flexibility
administrator change text element used user interface sub apps main app not include external resource,administrator change text element used not user interface sub apps main app not include external resource,0,Compatibility
design interactive form better user input,design not interactive form better user input,0,Accuracy
case user add many item want user also set price set amount upload picture item add detail item,system must use point click interface 100% selection navigation functionality must able activated selected either mouse keyboard,1,Reliability
streaming movie buffering time take no longer 10 second plus latency user connection,system shall provide mechanism ensure data consistency across replicated database failovers,1,Usability
system shall provide seamless user experience failover ensuring no session data loss,system shall not provide seamless user experience failover ensuring no session data loss,0,Flexibility
track system throughput detect resolve performance bottleneck,track system throughput detect not resolve performance bottleneck,0,Portability
product shall support efficient data processing minimal latency,product shall not support efficient data processing minimal latency,0,Flexibility
mobile application search desc given user logged mobile application first page shown search page user able search restaurant according several search option search option price destination restaurant type specific dish also free text search option user able select multiple search option one search,mobile application search desc given user logged mobile application first page shown not search page user not able search restaurant according several search option search option price destination restaurant type specific dish not also free text search option user not able select multiple search option one search,0,Interoperability
provide clear visual feedback user interaction hover effect active state improve usability responsiveness,case user add many item want user also set price set amount upload picture item add detail item,1,Security
share user testimonial inspire new user,system must ensure proper data sanitization procedure followed remove sensitive information disposal reuse,1,Security
mobile application search destination desc user able input maximum minimum distance according position default minimum distance set 0 km maximum 10 km user able input higher lower maximum distance higher minimum distance set default result displayed map view default,mobile application search destination desc user able input maximum minimum distance according position default minimum distance set 0 km maximum 10 km user able input higher lower maximum distance higher minimum distance set default result displayed map not view default,0,Security
provide option user reset clear input field easily,include easily accessible user profile section personal setting,1,Reliability
application easily extendable maintainable able released open source application,application not easily extendable maintainable able released open source application,0,Security
user interface according android user interface guideline,user interface according not android user interface guideline,0,Flexibility
encryption key must managed securely periodic key rotation access limited authorized personnel,develop automated rollback procedure revert change case failure issue,1,Security
product shall include built security feature encryption authentication,product shall not exclude built security feature encryption authentication,0,Availability
maintain consistent layout across application,data especially hard extract whatever reason manually extracted added database developer,1,Reliability
website african feel not alienate non african website use animation page describing service grab user attention encourage sign,website african feel not alienate not non african website use animation page describing service grab user attention encourage sign,0,Accuracy
set automatic reboots critical service recover unexpected failure,system shall provide accurate consistent data output,1,Scalability
product shall interface choiceparts system per day approximately 1,product shall not interface choiceparts system per day approximately 1,0,Compatibility
product shall include feature automated system update patch management,product shall not include feature automated system update patch management,0,Accuracy
mobile application switch result view desc user able switch map view list view search option,system language agnostic since portability prime goal overall project english turkish finnish italian least supported replication partner,1,Interoperability
design efficient use screen real estate especially mobile device,design efficient use screen real estate not especially mobile device,0,Scalability
user log mobile application desc given user registered user able log mobile application log information stored phone future user logged automatically,user log mobile application desc given user registered user not able log mobile application log information stored phone future user not logged automatically,0,Usability
product shall include feature automated system update patch management,product shall not exclude feature automated system update patch management,0,Maintainability
product shall respond fast keep date data display,gui ã â å sendã â â button sends text textbox api clicked,1,Accuracy
product shall process continuous improvement based user feedback,filling mandatory field given restaurant owner want fill mandatory field form restaurant owner provides average price address e mail address phone number restaurant name restaurant owner filled mandatory field form,1,Maintainability
performance requirement 10000 user able use system time response time system 2 second,performance requirement 10000 user not able use system time response time system not 2 second,0,Flexibility
application shall match color schema set forth department homeland security,system shall support easy migration data environment,1,Compatibility
user select desired product result proceed product detail,use service mesh better service service communication scalability,1,Flexibility
product shall allow user personalize dashboard widget relevant task,product shall not allow user personalize dashboard widget relevant task,0,Portability
product shall support detailed logging auditing user activity,36 system shall support voice guided navigation visually impaired user,1,Scalability
admin login account security gist security account scale admin try log web portal non existing account admin not logged admin notified log failure meter 1000 attempt log non existing user account testing must 100% time,admin login account security gist security account scale admin try log web portal non existing account admin not logged admin notified log failure meter 1000 attempt log non existing user account testing must not 100% time,0,Reliability
use scalable storage solution like distributed file system,customer information stored secure database accessible authorized personnel,1,Scalability
implement integration testing interface,implement not integration testing interface,0,Compatibility
wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,wcs system shall not ability exclude data region outside united state accessed user outside united state approved ccr management,0,Usability
user click main image siteâ page application return enlarged version image,system link back home case no result found,1,Flexibility
application shall maintain response time 3 second less peak usage hour,promotional update website take day update,1,Availability
use interactive storytelling engaging content,response time user authentication shall 2 second,1,Compatibility
administrator change button used user interface sub apps main app not include external resource,administrator change button used user interface sub apps main app not include not external resource,0,Portability
use interactive flowchart explain process,use interactive flowchart not explain process,0,Interoperability
ensure help documentation context sensitive relevant,product shall evaluated compliance industry specific regulation,1,Security
average latency api response shall 50 millisecond,average latency api response shall not 50 millisecond,0,Reliability
system shall include built fault recovery procedure software bug crash,use middleware solution designed high availability manage system communication,1,Performance
use interactive whiteboards collaborative learning,use interactive whiteboards not collaborative learning,0,Reliability
system shall enforce role based access control rbac restrict access data functionality based user role,system shall not enforce role based access control rbac restrict access data functionality based user role,0,Performance
product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,product shall not updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,0,Security
system shall predefined recovery plan various type failure,system shall not predefined recovery plan various type failure,0,Reliability
system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,use real time data validation ensure data integrity system operation,1,Availability
system designed modular component ease update replacement,system designed modular not component ease update replacement,0,Portability
product shall allow user easily import export data,wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,1,Performance
system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,system shall not easy learn caller supervisor caller supervisor shall not learn use system within 10 minute,0,Interoperability
use interactive infographics data representation,regular testing regularly test high availability setup,1,Usability
dispute application shall support 350 concurrent user without degradation performance application,possible search person department,1,Compatibility
system shall include mechanism maintain functionality partial system degradation,design user interface responsive element varying screen size,1,Performance
product shall include information security product shall enable privacy encryption w security integrity checking,conduct regular load testing ensure scalability,1,Flexibility
incorporate brand color logo brand element design reinforce brand identity recognition,mobile application search result list view search result viewed list element list represents specific restaurant element include restaurant name telephone number type food distance according userã â â position average price short two line description link restaurantã â â web page information link maximally 100 result displayed result contains restaurant displayed screen one time user able scroll searching price restaurant sorted according following order 1 average price 2 distance 3 restaurant type 4 specific dish searching search option price restaurant sorted according following order 1 distance 2 average price 3 restaurant type 4 specific dish list view include header different selectable sorting option list view include button selected display different filtering option filtering menu,1,Reliability
system shall include fallback procedure maintain service maintenance activity,system shall not exclude fallback procedure maintain service maintenance activity,0,Scalability
system shall include feature user account management auditing,system shall complete batch job within 20 minute,1,Compatibility
system shall capability restart service automatically failure,use geolocation script locate user,1,Security
user allows location service create user,product shall tested performance various load condition,1,Accuracy
design user interface responsive element varying screen size,delete dish given administrator logged administrator deletes dish deleted dish removed list dish,1,Usability
product shall able support 1000 simultaneous user,product shall not able support 1000 simultaneous user,0,Maintainability
product shall available player understand english spanish french product shall allow user select language upon accessing product,system must comply organizational security policy standard,1,Compatibility
allow user upload custom avatar,establish clear typography hierarchy,1,Flexibility
wcs system must run query wcs database specified day update available data available ccr user query must made external database data refresh week,wcs system must not run query wcs database specified day update available data available ccr user query must not made external database data refresh week,0,Flexibility
data protection impact assessment dpia must conducted new feature change impact data privacy,customer stream movie purchased within 2 day viewing period,1,Maintainability
ensure interactive element labeled accessible name,ensure interactive element labeled inaccessible name,0,Reliability
response time gist fastness search scale response time search meter measurement obtained 1000 search testing must no 2 second 100% time wish no 1 second 100% time,response time gist fastness search scale response time search meter measurement obtained 1000 search testing must not no 2 second 100% time wish no 1 second 100% time,0,Flexibility
system shall include provision regular update fault tolerance mechanism based new threat challenge,system shall not include provision regular update fault tolerance mechanism based new threat challenge,0,Usability
system shall ensure data replicated across multiple geographical location avoid data loss case regional failure,integrate learning module directly app,1,Availability
site added correctly search engine,site not added correctly search engine,0,Usability
product shall ensure company employee external user company approved user id may product access 100% logons shall either company employee external user company approved user id,product shall not ensure company employee external user company approved user id may product access 100% logons shall not either company employee external user company approved user id,0,Reliability
product shall designed support high availability minimal downtime,user either proceed call rep order proceed online checkout process,1,Usability
case user approve exchange offered another user clicking ã â å approveã â â button,system shall support role based permission system access configuration,1,Reliability
feedback form make feedback form easily accessible,load balancer use load balancer distribute traffic prevent overload,1,Interoperability
maintain comprehensive system documentation,maintain not comprehensive system documentation,0,Performance
offer contextual help tip within application,offer contextual help tip not within application,0,Portability
system must generate securely store audit log access modification activity retaining least one year,system must not generate securely store audit log access modification activity retaining least one year,0,Reliability
system shall adhere secure configuration guideline best practice,system shall not adhere secure configuration guideline best practice,0,Performance
include interactive tutorial within interface,include not interactive tutorial within interface,0,Accuracy
possible ã â å tweetã â â userã â â current location,possible ã â å not tweetã â â userã â â current location,0,Accuracy
product shall support multi language interface seamless switching language,product shall not support multi language interface seamless switching language,0,Accuracy
user option change setting locally remotely,user option change not setting locally remotely,0,Portability
system shall maintain consistent performance 1 5 tb data,select french preferred language given restaurant owner want select preferred language restaurant owner selects french new language web portal show text french,1,Usability
allow user customize layout,usage result list view desc result displayed list view user friendly easy understand selecting element result list take one click,1,Compatibility
system shall achieve 95% uptime,user able view next product swiping left right,1,Maintainability
customer information stored secure database accessible authorized personnel,system shall include mechanism real time data replication ensure no data loss component failure,1,Maintainability
system shall provide automated recovery user specific setting failure,offer dynamic theme change based time day,1,Flexibility
setting menu twitter option delete saved username combination password regarding twitter,setting menu twitter option delete saved not username combination password regarding twitter,0,Performance
maintain low error rate,primary performance requirement speed network application minimal logic little no issue computation required phone,1,Compatibility
system shall let customer register website pay go user 5 minute,system shall not let customer register website pay go user 5 minute,0,Usability
system shall allow configuration multiple backup server handle load failovers,use dependency injection manage dependency,1,Usability
case user decline exchange offered another user clicking ã â å declineã â â button,registered realtor shall able access system,1,Reliability
remote access system must secured vpns require strong authentication,remote access system must not secured vpns require strong authentication,0,Security
continuously optimize lower latency,partition data distribute across multiple server,1,Maintainability
system shall include mechanism real time data replication ensure no data loss component failure,system shall not include mechanism real time data replication ensure no data loss component failure,0,Security
error message display clear user friendly error message,scale resource geographically based user location,1,Reliability
employ nfv scalable network service,employ not nfv scalable network service,0,Interoperability
system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,gui textbox accept input keyboard,1,Compatibility
data protection impact assessment dpia must conducted new feature change impact data privacy,product must able interface html browser product shall transmit data user product without problem product shall display html properly 80% html browser tested minimum test 8 browser,1,Performance
include user friendly default value form field,include user not friendly default value form field,0,Compatibility
mobile application no match found desc no match found user informed kept search page order get possibility conduct new search right away,monitor environmental condition e g temperature humidity data center prevent hardware failure,1,Interoperability
case user enters username name surname password mail address set profile photo user fill necessary field activation mail sent user mail address user able log start using system activating account,case user enters username name surname password mail address set profile photo user fill not necessary field activation mail sent user mail address user able log start using system activating account,0,Flexibility
product shall respond fast keep date data display,product shall not respond fast keep date data display,0,Performance
system shall mean time failure mtbf least 10 000 hour,system shall not mean time failure mtbf least 10 000 hour,0,Portability
system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,user privilege must reviewed adjusted regularly ensure user access data function necessary role,1,Accuracy
update page link site nearby,update not page link site nearby,0,Usability
button style maintain consistent button style,regularly address technical debt,1,Usability
user allows location service create user,purchasing streaming movie pre paid card via credit card processing time maximum response time 15 second,1,Availability
system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must 98% time plan 99% time wish 100% time,design error message specific provide solution next step,1,Maintainability
designated phone number user send text ã â â ¹,system must use firewall network segmentation protect internal network unauthorized access,1,Usability
product shall designed easily configurable meet different user need,product shall not designed easily configurable meet different user need,0,Reliability
uptime slas define adhere strict uptime service level agreement slas,uptime not slas define adhere strict uptime service level agreement slas,0,Usability
mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price different dish,mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price not different dish,0,Portability
maintain consistent layout across application,maintain not consistent layout across application,0,Accuracy
provide easy find setting preference user customization,filling optional field given restaurant owner restaurant want fill optional field form restaurant owner provides restaurant description menu type restaurant picture restaurant mobile phone restaurant owner filled optional field form,1,Security
response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,system shall support recovery failure without requiring manual intervention standard fault,1,Maintainability
implement robust disaster recovery plan,implement robust disaster not recovery plan,0,Portability
design interface sufficient contrast text background,design interface not sufficient contrast text background,0,Flexibility
system shall provide clear consistent iconography throughout interface,system shall provide tooltips icon button hover,1,Availability
use scalable file storage solution,use not scalable file storage solution,0,Flexibility
querying database not provide answer system say not answer provide appropriate website link user could find answer example message ã â å donã â â know rush building close website building,include feature user provide feedback easily,1,Performance
system shall use redundant network path maintain connectivity primary path fails,system shall not use redundant network path maintain connectivity primary path fails,0,Performance
allow real time update design,deny real time update design,0,Compatibility
achieve high throughput data intensive operation,standard web security measure implemented,1,Flexibility
user able search keyword product id,user not able search keyword product id,0,Performance
regularly update third party library,possible ã â å likeã â â certain topic,1,Security
overall accuracy web apiã â â response measured using developer made testing set overall accuracy calculated dividing total number correct answer number question asked accuracy generic question constructionã â â ¹ part close 80% accuracy generic answer constructionã â â ¹ unit close 70% accuracy generic answer populationã â â ¹ unit close 70% drexel facilitiesã â â location schedule accuracy greater 70% ã â â ¹ drexel staffã â â office location contact information position accuracy greater 70% ã â â ¹ drexel policy including academic admission information technology etc accuracy greater 70% ã â â ¹ ã â â ¹ campus dining location hour food type etc accuracy greater 50% ã â â ¹ food trucksã â â general location hour food type drexel campus accuracy greater 40%,overall accuracy web apiã â â response measured using developer made testing set overall accuracy calculated dividing total number correct answer number question asked accuracy generic question constructionã â â ¹ part close 80% accuracy generic answer constructionã â â ¹ unit close 70% accuracy generic answer populationã â â ¹ unit close 70% drexel facilitiesã â â location schedule accuracy less 70% ã â â ¹ drexel staffã â â office location contact information position accuracy less 70% ã â â ¹ drexel policy including academic admission information technology etc accuracy less 70% ã â â ¹ ã â â ¹ campus dining location hour food type etc accuracy less 50% ã â â ¹ food trucksã â â general location hour food type drexel campus accuracy less 40%,0,Portability
system shall allow manual override automated fault recovery process necessary,dependency management dependency explicitly declared managed,1,Performance
product shall easy realtor learn,implement interactive animation user engagement,1,Portability
system shall support failover geographically distant data center ensure disaster recovery,system shall not support failover geographically distant data center ensure disaster recovery,0,Performance
ensure reliability correctness zero tolerance error algorithm computes split expense group member maintain flexibility adaptability app take account situation user loses internet connection whatever reason cannot establish connection server user still able use application bill transaction etc posted disconnected cached connection restored,ensure reliability correctness not zero tolerance error algorithm computes split expense group member maintain flexibility adaptability app take account situation user loses internet connection whatever reason cannot establish connection server user still able use application bill transaction etc posted disconnected cached connection restored,0,Security
test coverage maintain high test coverage ensure reliability,test coverage maintain high test not coverage ensure reliability,0,Accuracy
cross train staff provide redundancy key personnel manage system availability effectively,product shall provide multi threading technology well load balancing overcome data load spike traffic,1,Security
mobile application search restaurant type desc user able select restaurant type given list input result displayed map view default,system must include user friendly interface managing system backup,1,Compatibility
incorporate brand color logo brand element design reinforce brand identity recognition,incorporate brand color logo brand element not design reinforce brand identity recognition,0,Performance
system shall capable scaling handle 60% increase user load,ensure system responds within acceptable time limit,1,Portability
system shall ensure data replicated across multiple geographical location avoid data loss case regional failure,system shall not ensure data replicated across multiple geographical location avoid data loss case regional failure,0,Maintainability
backup recovery implement reliable backup recovery procedure,backup recovery implement unreliable backup recovery procedure,0,Performance
implement hover effect interactive element,accessibility follow accessibility guideline ensure inclusivity,1,Compatibility
querying database not provide answer system say not answer provide appropriate website link user could find answer example message ã â å donã â â know rush building close website building,querying database not not provide answer system say not answer not provide appropriate website link user could find answer example message ã â å donã â â know rush building close website building,0,Usability
data integrity ensure data integrity failure recovery,system shall capable processing 100% nursing student class next 10 year,1,Scalability
regular testing regularly test high availability setup,regular testing regularly not test high availability setup,0,Availability
mobile application search specific dish desc user able select specific dish given list input result displayed map view default,mobile application search specific dish desc user not able select specific dish given list input result displayed map view default,0,Interoperability
implement robust disaster recovery plan,security connection web api program use http security,1,Compatibility
allow user preview change finalizing,achieve high throughput data intensive operation,1,Maintainability
website shall make user aware information practice collecting data via privacy policy accessible page website,product shall built using secure coding practice prevent vulnerability,1,Portability
mobile application switch result view desc user able switch map view list view search option,administrator change text element used user interface sub apps main app not include external resource,1,Scalability
